gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,ChurnProbability,CustomerSegment
0,0,1,1,38,1,0,2,1,1,1,1,1,1,2,1,3,20.2,5752,0,0.02378677045871595,Loyal
1,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.8,2641,0,0.06603822027257891,Loyal
0,0,0,0,22,0,1,0,0,2,0,0,2,2,0,1,2,50.35,195,0,0.4857028832973808,Dormant
1,0,1,0,14,1,2,1,0,0,0,0,0,2,0,1,2,85.15,268,1,0.679880066803777,Dormant
0,0,1,0,57,1,2,0,0,2,2,2,2,0,1,0,0,74.6,3710,0,0.04039535618091536,Loyal
1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,1,79.15,6121,0,0.7111023324035362,At Risk
0,0,1,1,1,1,0,2,1,1,1,1,1,1,2,0,3,20.35,1613,0,0.045901189233493886,Loyal
1,0,1,1,12,1,0,2,1,1,1,1,1,1,2,0,0,21.05,2267,0,0.026961909147838498,Loyal
1,1,1,0,3,1,2,1,0,0,0,0,2,2,0,1,2,94.6,2418,1,0.84150150403146,At Risk
1,0,0,1,36,1,0,1,0,2,0,0,2,2,0,1,2,94.7,3047,0,0.42672718149915845,Dormant
1,0,0,0,16,1,0,1,2,0,0,0,2,2,0,1,2,94.25,880,1,0.5386662380907812,Dormant
1,0,1,1,65,1,2,0,2,2,2,0,0,2,1,0,1,72.45,3940,1,0.025190325478356985,Loyal
1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,2,74.95,926,0,0.4944109703445776,Dormant
0,0,0,0,42,1,2,1,2,0,2,0,2,2,0,1,2,105.2,3752,1,0.45597052553705353,Dormant
1,0,1,1,72,1,0,1,2,2,2,2,2,2,2,0,0,111.95,6034,0,0.019560710752812353,Loyal
1,0,0,0,62,1,0,2,1,1,1,1,1,1,2,0,0,19.85,463,0,0.0051000739029550615,Loyal
0,0,0,0,6,1,2,1,0,2,0,0,2,0,0,1,2,89.75,4584,0,0.7309990000130364,At Risk
1,0,1,0,48,1,0,2,1,1,1,1,1,1,2,1,3,20.05,75,0,0.014305794216810159,Loyal
1,0,0,0,35,1,2,1,2,0,2,2,2,2,2,1,2,108.95,3443,0,0.134132605939593,Loyal
1,0,0,1,52,1,0,2,1,1,1,1,1,1,1,0,1,19.65,6386,0,0.017857865630175555,Loyal
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,24.9,2045,0,0.5801446951344179,Dormant
1,0,1,0,6,1,2,1,0,0,0,0,2,0,0,1,2,82.85,3910,1,0.7449059971179133,At Risk
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,93.2,5210,0,0.014777867545379601,Loyal
0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,4633,0,0.03321857486891188,Loyal
1,1,0,0,60,1,2,0,2,2,0,0,0,2,1,1,2,71.75,3713,0,0.0638616823160142,Loyal
1,0,1,1,23,0,1,0,0,0,0,2,0,0,0,1,0,30.35,5363,0,0.28231142918686697,Loyal
1,0,0,1,39,0,1,0,0,0,2,2,2,2,1,0,0,54.85,1811,0,0.09945237937518454,Loyal
1,0,1,1,15,1,0,2,1,1,1,1,1,1,1,1,3,19.5,2028,0,0.07649657642004094,Loyal
1,1,1,0,53,1,2,1,0,2,2,0,2,2,0,1,2,103.85,4552,1,0.4854522042355067,Dormant
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,0,3,24.2,4973,0,0.03244503314129988,Loyal
0,0,1,1,37,1,0,2,1,1,1,1,1,1,0,0,2,19.35,5396,0,0.06614451743325547,Loyal
0,0,1,1,5,1,0,1,0,2,0,0,0,2,0,1,2,83.6,3454,1,0.6460762961814762,Dormant
0,1,1,0,50,1,2,1,0,0,0,2,2,2,1,1,2,100.65,4347,0,0.308852676452425,Dormant
0,0,0,0,54,1,0,1,0,0,2,0,2,2,1,1,1,94.1,4282,0,0.22293414621277968,Loyal
0,0,0,0,3,1,0,1,2,0,0,0,0,0,0,1,2,74.55,1964,0,0.5225431403974544,Dormant
1,0,0,0,68,1,2,1,0,2,2,2,2,2,1,0,2,108.45,5614,1,0.1021320694701903,Loyal
1,0,0,0,5,1,0,0,0,0,2,2,0,0,0,0,2,56.15,2515,0,0.24323953948472124,Loyal
1,0,0,0,33,1,0,2,1,1,1,1,1,1,2,0,3,20.35,5435,0,0.021563466708130023,Loyal
0,0,0,0,41,1,2,0,0,2,2,0,2,2,1,1,2,80.55,2839,0,0.1739645168655512,Loyal
0,0,1,1,34,0,1,0,2,0,2,2,2,2,1,0,3,61.25,1602,0,0.10594780552634084,Loyal
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,1,3,20.45,2193,0,0.16783647888132522,Loyal
0,0,0,0,20,1,0,2,1,1,1,1,1,1,0,1,1,18.9,3003,0,0.13892752135948191,Loyal
0,1,0,0,51,1,0,2,1,1,1,1,1,1,2,0,1,19.6,6479,0,0.013698474313552724,Loyal
0,0,1,0,3,1,2,1,0,2,0,0,0,2,0,1,1,91.5,2067,1,0.7521450051622577,At Risk
0,0,0,1,41,1,0,0,0,0,0,0,0,0,0,0,0,45.2,1402,0,0.08692080817933523,Loyal
0,0,0,0,13,1,0,2,1,1,1,1,1,1,0,0,1,19.45,1954,0,0.12284726681937057,Loyal
1,0,1,1,35,1,2,2,1,1,1,1,1,1,2,0,0,25.45,6052,0,0.02073729293715271,Loyal
1,0,1,0,12,1,0,1,2,0,0,2,0,0,0,0,0,80.85,6258,1,0.3274625781181921,Dormant
1,0,0,0,4,1,0,1,2,2,0,2,0,2,0,1,3,94.9,3118,0,0.5020304274921219,Dormant
0,0,0,0,43,0,1,0,0,0,2,0,2,2,0,1,0,49.05,1701,1,0.3328885195175959,Dormant
0,1,1,1,12,0,1,0,0,0,0,2,0,0,0,1,3,29.3,3077,0,0.42309706484598214,Dormant
1,1,1,0,68,1,2,1,0,2,2,0,2,2,0,1,2,105.3,5661,1,0.38678950194165845,Dormant
1,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,88.95,1934,1,0.5764561972210549,Dormant
0,0,0,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.25,526,0,0.08046168809941061,Loyal
1,1,1,0,66,1,2,1,0,2,2,2,2,2,1,1,2,110.85,5765,1,0.18877600750210918,Loyal
0,0,1,0,53,1,0,1,2,2,2,2,2,2,1,0,2,110.5,4809,0,0.09343664445233399,Loyal
1,1,0,0,63,1,2,1,2,2,2,0,2,2,0,1,0,109.4,5536,0,0.27924887701306245,Loyal
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,1,0,114.2,5882,1,0.0376820953019029,Loyal
1,1,1,0,27,0,1,0,0,0,0,0,0,2,0,0,0,36.5,68,1,0.35772849355837405,Dormant
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.75,5516,1,0.6350401297327795,Dormant
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.95,177,0,0.1594940030235634,Loyal
0,1,1,0,37,1,0,2,1,1,1,1,1,1,1,0,3,19.6,5651,0,0.05093929620648975,Loyal
1,0,0,0,3,0,1,0,0,0,2,0,2,0,0,1,3,40.15,551,1,0.5947950398801513,Dormant
0,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,2,76.6,6311,0,0.651481196079649,Dormant
0,0,1,1,38,1,0,2,1,1,1,1,1,1,1,0,1,19.6,5842,0,0.030911631609112755,Loyal
0,0,0,0,9,1,0,1,0,0,2,0,0,2,0,1,1,85.3,5925,0,0.7032264734524167,At Risk
1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,6332,0,0.4495178814754396,Dormant
1,1,1,0,29,1,2,1,0,0,0,0,2,2,0,1,2,94.45,2301,1,0.6865248227730706,Dormant
0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,1,20.05,34,0,0.008134109852124123,Loyal
1,0,1,0,61,1,2,1,2,0,2,2,2,0,0,0,0,99.4,4874,0,0.12760766656468045,Loyal
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,3,20.0,2389,0,0.12377084292512643,Loyal
0,0,1,1,41,1,0,0,2,2,0,2,2,2,2,0,2,78.45,2716,0,0.019859804099169532,Loyal
0,0,0,1,43,1,2,2,1,1,1,1,1,1,2,1,2,25.1,137,0,0.017381736189930372,Loyal
0,0,1,1,36,1,2,1,0,2,2,0,2,0,0,1,0,97.35,2991,1,0.42828247766783245,Dormant
0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55.0,2947,0,0.48151391180194253,Dormant
0,0,0,0,58,1,2,0,2,2,2,2,0,0,1,1,1,71.1,3654,0,0.028286708600316145,Loyal
1,0,0,0,19,1,0,0,0,0,0,2,2,0,0,1,1,61.55,185,0,0.23299512184196966,Loyal
1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,4367,0,0.35331974985010717,Dormant
0,0,0,0,39,0,1,0,2,2,0,2,0,0,1,1,0,40.3,1105,0,0.05504970328437191,Loyal
0,1,0,0,8,1,0,1,0,2,0,0,2,0,0,1,2,87.1,5592,0,0.7155481013944149,At Risk
0,0,0,1,26,1,2,0,0,0,0,0,0,0,0,1,3,49.5,484,0,0.2501189981985993,Loyal
0,1,0,0,53,1,0,1,0,2,0,0,0,0,0,1,1,73.8,3420,0,0.24436177127686223,Loyal
0,0,1,1,70,1,0,2,1,1,1,1,1,1,2,1,3,19.2,737,0,0.006029074085789549,Loyal
1,0,0,0,1,0,1,0,0,0,0,0,2,2,0,1,3,45.3,3816,1,0.7325642415654012,At Risk
1,0,0,0,59,1,2,2,1,1,1,1,1,1,2,0,3,25.0,929,0,0.009442822254936015,Loyal
1,0,0,0,2,1,0,1,0,0,2,0,2,2,0,0,2,94.95,1307,1,0.682397235249128,Dormant
1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,2287,0,0.19649863467427287,Loyal
0,0,0,1,12,1,0,0,0,0,0,0,0,0,0,1,2,44.55,4055,1,0.3128676145298221,Dormant
1,0,1,1,59,1,0,0,0,2,2,2,2,2,1,0,1,76.75,3871,0,0.031180424923266215,Loyal
1,0,1,1,61,1,2,0,0,0,2,2,2,2,2,1,0,81.0,4209,0,0.032675276487541025,Loyal
1,0,1,1,72,1,2,1,2,0,2,0,2,2,2,1,0,105.55,5794,0,0.05542854046018265,Loyal
0,0,1,1,13,1,0,2,1,1,1,1,1,1,0,0,3,18.8,2165,0,0.12151971651487974,Loyal
0,0,1,1,64,1,2,2,1,1,1,1,1,1,1,0,3,24.9,1050,0,0.015377920269970919,Loyal
1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,23.45,1940,1,0.5583681168336535,Dormant
0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,5410,0,0.17235327771697997,Loyal
0,0,1,1,65,1,0,0,2,2,2,0,0,0,1,0,0,61.35,3314,0,0.013894499276576894,Loyal
0,0,1,0,62,1,2,1,2,2,2,2,2,2,2,0,3,113.95,5437,0,0.04975901558883535,Loyal
0,0,1,0,55,1,2,0,2,2,2,2,2,2,1,1,2,90.15,4167,0,0.06450301041396528,Loyal
0,0,1,0,25,1,2,0,0,2,0,0,0,0,0,0,2,54.1,672,0,0.20914203313815258,Loyal
1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,3,29.7,2504,1,0.3842797819011494,Dormant
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,1,49.8,4145,0,0.320841330676132,Dormant
0,0,1,0,59,1,2,1,0,2,0,0,2,2,0,0,2,101.1,4939,1,0.34823707421579564,Dormant
1,1,1,1,64,1,2,2,1,1,1,1,1,1,2,1,0,24.4,984,0,0.009534606009633115,Loyal
1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,2981,0,0.5756405890543522,Dormant
0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1,3,50.65,924,1,0.4830842411745219,Dormant
1,0,1,0,61,1,2,0,2,0,2,0,0,2,2,1,3,69.9,3608,0,0.031960436529600844,Loyal
1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,47,0,0.15653818065596475,Loyal
0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.4,4563,1,0.5492051598398919,Dormant
0,1,1,0,1,1,2,1,0,2,0,0,2,0,0,1,2,90.6,6325,1,0.8226886251568813,At Risk
1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,5554,0,0.04060485569120478,Loyal
1,1,1,0,2,1,2,1,0,0,0,0,2,0,0,1,3,86.85,1006,1,0.7992819976699418,At Risk
0,0,1,0,72,1,2,1,2,2,2,2,0,0,2,1,0,94.25,5409,0,0.022799820144820904,Loyal
0,0,1,0,71,0,1,0,0,0,2,2,0,2,2,1,2,47.05,2838,0,0.032853744971054914,Loyal
1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,460,0,0.006527516742208077,Loyal
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,19.65,5317,0,0.2566528960529474,Loyal
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,5505,0,0.727648338296007,At Risk
1,0,1,1,72,1,2,0,2,2,2,2,0,2,2,0,1,81.0,4749,0,0.007879441542374101,Loyal
1,0,1,1,21,1,2,0,2,0,0,0,2,2,1,1,0,75.9,985,0,0.17198843849108184,Loyal
0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1363,0,0.004958960163380766,Loyal
0,1,1,0,29,1,2,1,0,0,2,0,2,2,0,1,0,99.05,2550,1,0.6712459598150831,Dormant
0,1,0,0,69,1,2,1,2,0,2,2,2,2,2,0,1,110.25,5756,0,0.047073281440431665,Loyal
0,0,1,0,64,1,2,0,2,0,2,2,2,2,2,1,1,85.0,4551,0,0.026296083126942416,Loyal
1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,19.75,2544,0,0.11125203184173722,Loyal
0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,6483,0,0.14341720079965029,Loyal
0,0,0,0,52,1,2,1,2,2,0,2,2,2,1,1,1,111.25,4851,1,0.1533268885198318,Loyal
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,1,3,55.1,249,1,0.29328877226397976,Loyal
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1493,0,0.18166042805085725,Loyal
1,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,3,25.15,4032,0,0.3745209766695942,Dormant
0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,3,54.15,22,0,0.3541189337369875,Dormant
0,0,1,0,19,1,0,0,0,2,0,0,0,2,0,1,3,59.8,255,0,0.33564000467794236,Dormant
0,0,0,0,40,1,2,1,0,0,0,0,0,2,0,0,0,83.85,3061,0,0.38506067324996507,Dormant
0,1,1,1,66,1,2,1,0,2,2,0,2,2,1,1,2,104.9,5438,0,0.2142969393914899,Loyal
1,0,0,0,21,1,2,1,0,0,0,0,0,0,0,0,3,75.3,1022,0,0.46571551305161646,Dormant
1,0,0,0,8,1,0,0,0,2,0,2,2,0,0,1,2,66.65,4359,0,0.3403170169304147,Dormant
0,0,1,1,72,1,0,1,2,2,2,2,2,2,2,1,1,109.5,5939,0,0.02822641910196718,Loyal
0,0,0,0,48,1,2,0,0,2,2,2,2,0,1,1,0,73.85,3103,0,0.06546715418458675,Loyal
1,0,0,0,69,1,0,2,1,1,1,1,1,1,2,1,0,19.3,830,0,0.00564716669226664,Loyal
1,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,2,118.2,6226,0,0.048282680605307764,Loyal
0,0,0,0,14,1,0,0,0,2,0,0,0,0,1,0,1,51.45,5652,0,0.1439219162509787,Loyal
1,0,0,0,6,1,0,0,0,2,0,0,2,0,0,0,2,59.45,3092,0,0.3302632782975993,Dormant
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,0,19.5,1044,0,0.02904088990128683,Loyal
0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,19.55,2430,0,0.06403648416114512,Loyal
1,0,0,0,65,1,2,1,2,0,0,2,0,2,1,0,2,93.55,4960,0,0.0657016154234525,Loyal
0,0,1,1,57,1,0,0,2,0,2,2,0,0,1,1,3,59.3,2850,0,0.022653825400600885,Loyal
1,0,1,0,13,1,2,1,0,0,2,0,2,2,0,1,1,102.25,650,1,0.7432374786995211,At Risk
1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,1303,1,0.6596933089421121,Dormant
0,0,1,0,56,1,2,1,2,2,2,0,2,2,1,0,0,109.8,4988,0,0.13583923551745278,Loyal
0,0,1,0,14,1,0,1,0,0,0,0,0,2,0,1,2,78.1,234,0,0.6096108802707901,Dormant
1,0,1,0,52,0,1,0,2,0,0,0,0,2,0,1,2,39.9,1654,0,0.17820167886862953,Loyal
0,0,0,0,58,1,0,0,2,2,2,2,0,0,2,1,1,64.9,3253,0,0.009655725645420206,Loyal
0,1,0,0,47,1,2,1,0,2,0,2,2,0,0,1,2,95.05,3831,1,0.3563499071939737,Dormant
0,0,0,0,67,0,1,0,0,0,2,2,2,2,0,1,1,53.4,3097,0,0.1507468030869299,Loyal
1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,24.9,4143,0,0.5581689420397301,Dormant
1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,44.7,2398,0,0.3213936992005767,Dormant
1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,0,114.0,6089,0,0.034878675289541326,Loyal
0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,0,20.25,6305,0,0.011352668849346671,Loyal
0,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0,1,53.85,2242,1,0.16144524409137137,Loyal
1,1,1,0,67,1,2,1,2,2,0,0,0,0,0,0,0,83.85,4625,0,0.11584880449072826,Loyal
1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,4231,0,0.1425661217216041,Loyal
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.95,4780,0,0.20898576187131954,Loyal
1,1,1,0,52,1,2,1,2,0,2,0,2,2,0,1,2,104.2,4616,1,0.425836468840144,Dormant
0,0,1,0,42,1,2,0,0,0,0,0,0,0,0,1,2,50.25,1835,1,0.20923759481087134,Loyal
1,0,1,1,50,1,0,2,1,1,1,1,1,1,1,1,3,20.35,6415,0,0.03246171267760369,Loyal
1,1,1,0,23,1,0,1,2,2,0,0,0,2,0,1,2,90.0,1658,0,0.45537084634734876,Dormant
0,0,1,1,67,0,1,0,2,2,2,2,2,0,2,0,1,54.2,3130,0,0.010215725733570168,Loyal
0,0,0,0,25,1,0,1,0,2,2,0,2,2,0,1,2,99.5,2003,1,0.5645686069848691,Dormant
0,1,1,0,39,1,0,1,2,2,0,0,2,2,1,0,3,99.1,3318,0,0.2084382699515338,Loyal
0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,3894,0,0.011209691091617943,Loyal
0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,3,25.85,2159,0,0.32933591126774314,Dormant
1,0,0,0,32,1,0,1,0,0,0,0,2,2,0,0,2,91.05,2479,0,0.46395265168374555,Dormant
0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71.0,5330,1,0.554580168581747,Dormant
0,0,0,0,16,1,0,1,0,2,2,0,0,2,0,1,1,93.2,1024,1,0.5694971009450558,Dormant
1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,499,0,0.006871973992277814,Loyal
0,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,109.2,5875,0,0.05331288429021926,Loyal
1,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,3,19.35,474,1,0.16196699421687635,Loyal
0,1,0,0,26,1,0,1,2,0,0,0,2,0,0,1,1,85.8,1815,0,0.4297471477240422,Dormant
1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,0,3,19.85,5159,1,0.20341117137402853,Loyal
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,2,19.65,2696,0,0.23009137198613008,Loyal
0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,0,0,20.5,3256,0,0.07656093842943106,Loyal
0,0,0,0,36,1,2,0,2,0,2,2,2,2,1,1,1,89.65,2904,0,0.12176291730595731,Loyal
1,0,0,0,7,1,0,1,2,0,0,0,0,0,0,0,3,74.35,4456,0,0.442725423237904,Dormant
0,1,1,0,60,0,1,0,0,2,0,0,2,2,2,1,1,49.45,2511,0,0.0749009080998162,Loyal
0,0,1,0,19,1,2,1,0,2,0,0,0,2,0,1,2,89.1,1091,0,0.6256298303298925,Dormant
1,1,1,0,45,1,2,0,2,0,2,2,0,2,2,0,1,75.15,3018,0,0.02845820033417857,Loyal
1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.65,2533,0,0.6615951601245019,Dormant
0,0,1,1,31,1,2,1,0,0,2,2,2,2,0,1,2,104.2,2823,1,0.5160716132691725,Dormant
1,0,1,1,47,1,0,1,2,0,2,0,0,2,0,0,2,90.05,3531,0,0.19090805514748302,Loyal
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,79.25,5965,1,0.7537004503009247,At Risk
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,44.9,3749,1,0.41404170993420053,Dormant
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,19.4,1482,0,0.16933643796357845,Loyal
0,1,1,1,59,1,2,1,0,0,2,0,0,2,0,1,1,88.75,4464,0,0.3551239894700372,Dormant
1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,5260,1,0.6239777978274291,Dormant
1,1,0,0,35,1,2,1,2,0,0,0,0,2,0,0,1,91.0,2764,0,0.37558218308629077,Dormant
1,0,0,0,4,0,1,0,0,0,2,0,0,0,0,1,2,29.65,337,1,0.4998831081111813,Dormant
1,0,1,1,32,1,0,1,2,2,0,0,0,2,1,1,2,90.8,2628,0,0.18029096462897956,Loyal
1,0,0,0,43,1,2,1,0,2,0,0,0,0,0,1,2,77.85,2921,1,0.3301040852446276,Dormant
1,0,0,0,4,1,0,0,0,0,0,0,0,2,0,0,2,54.3,1552,1,0.379916761036385,Dormant
0,1,1,0,54,1,0,2,1,1,1,1,1,1,2,1,3,18.95,65,0,0.014241248583826107,Loyal
0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,95.15,6525,1,0.8190327967852485,At Risk
0,1,0,0,66,1,2,1,2,0,0,0,2,2,2,1,0,102.4,5197,0,0.0946948242874368,Loyal
1,0,1,1,61,1,2,1,0,0,2,0,2,2,1,1,2,99.9,5064,0,0.22517874760901574,Loyal
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,88.7,5208,0,0.009883960365118532,Loyal
1,0,1,1,44,0,1,0,0,0,2,2,2,2,1,1,2,54.3,1952,0,0.13551060966459708,Loyal
1,0,0,0,41,1,2,0,0,0,2,0,0,0,0,1,0,55.7,1871,0,0.17767600316033091,Loyal
1,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,2,103.95,4385,0,0.2386252018218727,Loyal
1,0,1,0,47,1,2,1,2,0,2,2,2,2,1,1,1,110.85,4413,1,0.19482752207739973,Loyal
1,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1130,0,0.03370247517688274,Loyal
1,0,0,0,18,1,0,2,1,1,1,1,1,1,0,0,3,20.05,3100,0,0.12105946139282493,Loyal
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,91.95,5276,0,0.014994219890501507,Loyal
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,80.5,6020,1,0.6949272352840257,Dormant
0,1,0,0,42,1,2,0,0,0,2,0,0,0,0,0,2,55.65,2069,0,0.1769395798986838,Loyal
0,1,0,0,18,1,0,1,0,2,0,0,0,0,0,1,2,74.7,537,0,0.4922681082695706,Dormant
0,0,0,1,13,1,2,1,0,2,2,0,2,2,1,1,1,104.15,544,0,0.4695100078861264,Dormant
0,0,1,1,68,1,2,1,0,2,0,2,0,0,1,1,0,83.65,4737,0,0.06245614155083682,Loyal
1,0,0,0,4,1,2,1,0,0,0,0,0,0,0,1,0,72.2,2651,1,0.6439427267251882,Dormant
1,0,0,0,69,1,2,1,2,2,2,0,2,2,2,1,1,110.05,5744,0,0.06280235476432744,Loyal
1,0,0,0,17,1,0,0,0,0,0,2,0,0,0,0,3,51.5,6328,1,0.22343649903729726,Loyal
1,0,1,1,25,1,2,2,1,1,1,1,1,1,2,0,1,25.5,5093,0,0.029015802184353366,Loyal
1,1,0,0,43,1,0,1,0,0,0,0,2,2,0,1,3,89.55,3299,1,0.5149060002455073,Dormant
0,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.5,411,0,0.005484532446572023,Loyal
0,1,0,0,5,1,0,1,2,2,0,0,0,0,0,0,2,80.7,3219,0,0.45612600733108294,Dormant
1,0,1,1,21,1,2,0,2,2,0,2,2,0,1,0,3,77.5,1096,1,0.07408779481942111,Loyal
0,0,1,1,69,1,2,1,2,2,2,2,2,0,1,1,1,105.1,5636,0,0.05940455319399565,Loyal
1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,1,0,25.15,2876,0,0.4344218067848961,Dormant
1,0,1,0,42,1,2,1,0,2,2,0,2,0,0,1,0,95.25,3386,1,0.40697771427919377,Dormant
1,0,1,0,52,1,2,1,0,2,0,2,0,2,0,1,1,95.65,4297,0,0.3021913485800905,Dormant
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,3392,1,0.24754591100983944,Loyal
1,0,1,0,61,1,2,0,2,2,2,2,0,2,2,1,0,80.8,4104,0,0.017343236678857305,Loyal
1,0,0,0,29,0,1,0,0,0,0,0,0,0,1,1,3,24.85,5947,0,0.23425100345088828,Loyal
0,0,0,1,25,1,0,0,0,2,0,2,0,0,1,1,1,54.75,486,0,0.06217442885196909,Loyal
0,0,1,1,5,1,0,1,0,0,0,2,2,0,0,1,2,85.75,3984,1,0.5950053651683704,Dormant
1,0,0,0,15,0,1,0,0,0,2,0,2,2,1,0,2,50.75,5426,0,0.37969060806423743,Dormant
0,0,1,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.15,3309,0,0.02797412890568765,Loyal
1,0,0,0,44,1,0,2,1,1,1,1,1,1,2,0,3,20.05,6191,0,0.015523542638080355,Loyal
0,1,0,0,6,1,2,1,0,2,0,0,2,2,0,1,2,98.25,4637,1,0.8173691238259908,At Risk
1,0,1,1,58,1,2,0,2,2,2,2,0,0,2,0,1,71.6,3610,0,0.008362694739496853,Loyal
1,0,1,1,62,1,0,1,2,2,0,0,0,0,1,1,1,81.45,4215,0,0.055257959344854744,Loyal
0,0,1,1,70,0,1,0,0,2,2,2,2,2,1,1,0,58.4,3506,0,0.05332367745463423,Loyal
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,25.7,2156,1,0.6283214017948662,Dormant
1,0,1,1,10,0,1,0,2,2,2,2,0,2,2,0,1,53.7,4362,0,0.07220524769552379,Loyal
1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,1,0,19.6,3990,0,0.05730485423755601,Loyal
1,0,0,0,66,1,2,1,0,2,0,0,0,2,0,0,1,89.4,4896,0,0.20446926998540357,Loyal
0,0,1,1,7,1,0,1,0,0,0,0,0,0,0,1,2,69.0,4280,1,0.5925494046920917,Dormant
